,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,train,YearsOld,YearSinceRemodel,YearSinceGarageBlt,YrSold-Month,BsmtBath,Bath,Basement,BsmtScore,TotalSF,SF_score,add_TotalBaths,add_TotRmsAbvGrdWBath,add_SFPerRm,add_GarageSpacious,add_PorchSF,add_OutdoorSF,add_YardSF,add_NormalSale_bi,add_Cond1_2_NearRlrd_bi,add_Cond1_2_NearPosFtr_bi,add_Cond1_2_NearBusyRd_bi,add_HasPool_bi,add_HasDeck_bi,add_HasPorch_bi,add_MasVnrStoneBrick_bi,add_HasFinishedBasement_bi,OverallQual_exp,YearsOld_log,YearSinceGarageBlt_log,YearSinceRemodel_log
198,199,s75,RM,92.0,5520,Pave,No_alley,0,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Fin,6,6,1912,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,755.0,755.0,GasA,5,1,SBrkr,929,929,371,2229,5,1,3,8,7,0,0,No_garage,0,0.0,0.0,0,0,2,0,198,30,0,0,0,0,MnPrv,No_miscFeature,0,m7,y2009,WD,Abnorml,1,97,97,137,2009-7,0.0,1.0,1,69.5944344498851,2984.0,2702.5,1.0,9.0,247.66666666666666,0,228,4591,4363,0,0,0,0,1,0,1,0,0,19.085536923187668,4.612327330699196,4.946759890494465,4.612327330699196
199,200,s20,RL,76.0,9591,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,262.0,4,3,PConc,5,3,3,6,1088.0,1,0.0,625.0,1713.0,GasA,5,1,SBrkr,1713,0,0,1713,3,1,5,7,7,1,4,Attchd,3,3.0,856.0,3,3,2,0,26,0,0,170,0,0,No_fence,No_miscFeature,0,m1,y2009,WD,Normal,1,5,4,5,2009-1,1.0,2.0,1,139.07030192627226,3426.0,2997.75,3.0,10.0,171.3,0,196,7878,7682,1,0,0,0,1,0,1,1,0,53.598150033144236,2.1654221804855953,2.1654221804855953,2.0435917781858577
200,201,s20,RM,80.0,8546,Pave,No_alley,0,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,1,0.0,1,0.0,1121.0,1121.0,GasA,5,1,SBrkr,1121,0,0,1121,2,1,3,5,7,0,0,Attchd,2,2.0,440.0,3,3,2,132,64,0,0,0,0,0,No_fence,No_miscFeature,0,m3,y2010,WD,Normal,1,7,6,7,2010-3,0.0,2.0,1,87.78585107603301,2242.0,1961.75,2.0,7.0,160.14285714285714,0,64,7425,7229,1,0,0,0,1,1,1,0,0,6.38905609893065,2.3719508656009087,2.3719508656009087,2.2740088362278477
201,202,s20,RL,75.0,10125,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,6,6,1977,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3,3,1,5,641.0,2,279.0,276.0,1196.0,GasA,3,1,SBrkr,1279,0,0,1279,3,1,3,6,7,2,2,Detchd,1,2.0,473.0,3,3,2,238,83,0,0,0,0,0,MnPrv,No_miscFeature,0,m2,y2008,WD,Normal,1,31,31,28,2008-2,0.5,2.0,1,91.2673266214869,2475.0,2176.0,2.5,8.5,150.47058823529412,0,83,8846,8525,1,0,0,0,1,1,1,0,0,19.085536923187668,3.547266402060136,3.456893228479239,3.547266402060136
202,203,s50,RL,50.0,7000,Pave,No_alley,0,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,6,6,1924,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,BrkTil,2,3,1,2,617.0,1,0.0,0.0,617.0,GasA,4,1,SBrkr,865,445,0,1310,2,1,3,6,6,0,0,Attchd,1,1.0,398.0,3,3,2,0,0,126,0,0,0,0,No_fence,No_miscFeature,0,m5,y2006,COD,Normal,1,82,82,82,2006-5,0.0,2.0,1,61.05164034584806,1927.0,1772.75,2.0,8.0,163.75,1,126,6135,6009,1,0,0,2,1,0,1,0,0,19.085536923187668,4.451066126406115,4.451066126406115,4.451066126406115
203,204,s120,RM,75.29464279356085,4438,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,205.0,4,3,PConc,4,3,3,6,662.0,1,0.0,186.0,848.0,GasA,5,1,SBrkr,848,0,0,848,1,1,4,3,7,1,4,Attchd,2,2.0,420.0,3,3,2,149,0,0,0,0,0,0,No_fence,No_miscFeature,0,m1,y2008,WD,Normal,1,4,4,4,2008-1,1.0,1.0,1,117.36889796177225,1696.0,1484.0,2.0,5.0,169.6,0,0,3590,3441,1,0,0,0,1,1,0,1,0,19.085536923187668,2.0435917781858577,2.0435917781858577,2.0435917781858577
204,205,s50,RM,50.0,3500,Pave,Grvl,0,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1947,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,3,CBlock,3,3,1,2,312.0,1,0.0,408.0,720.0,GasA,3,1,SBrkr,720,564,0,1284,2,1,3,5,7,0,0,Detchd,1,1.0,240.0,3,3,2,0,35,0,0,0,0,0,MnWw,No_miscFeature,0,m4,y2009,WD,Normal,1,62,62,61,2009-4,0.0,1.5,1,71.94832123431544,2004.0,1824.0,1.5,6.5,197.53846153846155,0,35,2780,2745,1,0,0,0,1,0,1,0,0,11.182493960703473,4.18537714901202,4.1700437246299,4.18537714901202
205,206,s20,RL,99.0,11851,Pave,No_alley,0,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,1990,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4,3,1,1,0.0,1,0.0,1424.0,1424.0,GasA,5,1,SBrkr,1442,0,0,1442,3,1,3,5,7,0,0,Attchd,2,2.0,500.0,3,3,2,0,34,0,508,0,0,0,No_fence,No_miscFeature,0,m5,y2009,WD,Normal,1,19,19,19,2009-5,0.0,2.0,1,90.7740886587844,2866.0,2510.0,2.0,7.0,206.0,0,542,10409,9867,1,0,0,0,1,0,1,0,0,32.11545195869231,3.1231699672459294,3.1231699672459294,3.1231699672459294
206,207,s20,RL,40.0,13673,Pave,No_alley,1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,5,1962,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,4,CBlock,3,3,1,1,0.0,1,0.0,1140.0,1140.0,GasA,3,1,SBrkr,1696,0,0,1696,3,1,3,8,5,1,3,Attchd,2,1.0,349.0,3,3,2,0,30,0,0,0,0,0,No_fence,No_miscFeature,0,m3,y2007,WD,Normal,1,45,45,45,2007-3,0.0,1.5,1,73.9164336735518,2836.0,2551.0,1.5,9.5,178.52631578947367,1,30,11977,11947,1,0,0,0,1,0,1,0,0,11.182493960703473,3.8860543565330374,3.8860543565330374,3.8860543565330374
207,208,s20,RL,60.203801274101004,12493,Pave,No_alley,1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1960,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3,3,1,5,419.0,3,306.0,375.0,1100.0,GasA,3,1,SBrkr,1100,0,0,1100,3,1,3,6,7,1,1,Attchd,2,1.0,312.0,3,3,2,355,0,0,0,0,0,0,GdWo,No_miscFeature,0,m4,y2008,WD,Normal,1,48,48,48,2008-4,1.0,1.0,1,88.10999463997132,2200.0,1925.0,2.0,8.0,137.5,0,0,11393,11038,1,0,0,0,1,1,0,0,0,6.38905609893065,3.9458113327110627,3.9458113327110627,3.9458113327110627
208,209,s60,RL,75.89027599046962,14364,Pave,No_alley,1,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,2Story,7,5,1988,Gable,CompShg,Plywood,Plywood,BrkFace,128.0,4,3,CBlock,4,3,4,6,1065.0,1,0.0,92.0,1157.0,GasA,5,1,SBrkr,1180,882,0,2062,3,1,3,7,7,1,4,Attchd,3,2.0,454.0,3,3,2,60,55,0,0,154,0,0,No_fence,No_miscFeature,0,m4,y2007,WD,Normal,1,19,18,19,2007-4,1.0,2.5,1,131.2298357752768,3219.0,2929.75,3.5,10.5,196.38095238095238,0,209,13184,12915,1,0,0,0,1,1,1,1,0,32.11545195869231,3.1231699672459294,3.1231699672459294,3.078154386433002
209,210,s20,RL,75.0,8250,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1964,Hip,CompShg,HdBoard,HdBoard,Stone,260.0,3,3,CBlock,4,3,1,3,787.0,1,0.0,305.0,1092.0,GasA,5,1,SBrkr,1092,0,0,1092,3,1,3,6,7,0,0,Attchd,2,2.0,504.0,3,4,2,0,0,0,0,0,0,0,MnPrv,No_miscFeature,0,m7,y2008,WD,Normal,1,44,44,44,2008-7,1.0,1.0,1,97.54347891575058,2184.0,1911.0,2.0,8.0,136.5,0,0,7158,7158,1,0,0,0,1,0,0,1,0,19.085536923187668,3.865314591310325,3.865314591310325,3.865314591310325
210,211,s30,RL,67.0,5604,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1925,Gable,CompShg,Stucco,Stucco,None,0.0,3,3,CBlock,3,3,1,3,468.0,1,0.0,396.0,864.0,GasA,3,0,FuseA,864,0,0,864,2,1,3,5,7,0,0,No_garage,0,0.0,0.0,0,0,2,0,0,96,0,0,0,0,No_fence,No_miscFeature,0,m4,y2008,WD,Normal,1,83,83,136,2008-4,1.0,1.0,1,78.33495012196093,1728.0,1512.0,2.0,7.0,123.42857142857143,0,96,4740,4644,1,0,0,0,1,0,1,0,0,11.182493960703473,4.462664724631348,4.939628122614659,4.462664724631348
211,212,s20,RL,83.0,10420,Pave,No_alley,0,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,5,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,2,6,36.0,1,0.0,1176.0,1212.0,GasA,5,1,SBrkr,1212,0,0,1212,3,1,4,6,7,0,0,Attchd,2,2.0,460.0,3,3,2,100,22,0,0,0,0,0,No_fence,No_miscFeature,0,m3,y2010,WD,Normal,1,1,1,1,2010-3,0.0,2.0,1,93.36565678294753,2424.0,2121.0,2.0,8.0,151.5,0,22,9208,9086,1,0,0,0,1,1,1,0,0,19.085536923187668,1.551444713932051,1.551444713932051,1.551444713932051
212,213,s60,FV,72.0,8640,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,6,822.0,1,0.0,78.0,900.0,GasA,5,1,SBrkr,932,920,0,1852,3,1,4,7,7,1,3,Attchd,2,2.0,644.0,3,3,2,168,108,0,0,0,0,0,No_fence,No_miscFeature,0,m7,y2009,New,Partial,1,0,0,0,2009-7,1.0,2.5,1,116.11315639651563,2752.0,2527.0,3.5,10.5,176.38095238095238,0,108,7708,7432,0,0,0,0,1,1,1,0,0,32.11545195869231,1.3132616875182228,1.3132616875182228,1.3132616875182228
213,214,s20,RL,43.0,13568,Pave,No_alley,1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,5,716.0,1,0.0,274.0,990.0,GasA,5,1,SBrkr,990,0,0,990,3,1,3,5,7,0,0,Attchd,1,2.0,576.0,3,3,2,224,0,0,0,0,0,0,No_fence,No_miscFeature,0,m7,y2006,WD,Normal,1,11,11,10,2006-7,0.5,1.0,1,106.19142503904514,1980.0,1732.5,1.5,6.5,152.30769230769232,0,0,12578,12354,1,0,0,0,1,1,0,0,0,11.182493960703473,2.6890903828778803,2.6187293832937852,2.6890903828778803
214,215,s60,RL,46.46607292983817,10900,Pave,No_alley,1,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,7,1977,Gable,CompShg,HdBoard,HdBoard,BrkFace,153.0,3,3,CBlock,4,3,1,6,378.0,1,0.0,311.0,689.0,GasA,5,1,SBrkr,689,703,0,1392,3,1,3,6,7,0,0,Attchd,3,1.0,299.0,3,3,2,0,36,0,0,0,0,0,MnPrv,Shed,450,m3,y2010,WD,Normal,1,33,33,33,2010-3,0.0,1.5,1,99.63948258882827,2081.0,1908.75,1.5,7.5,185.6,0,36,10211,10175,1,0,0,0,1,0,1,1,0,19.085536923187668,3.6032747734935797,3.6032747734935797,3.6032747734935797
215,216,s20,RL,72.0,10011,Pave,No_alley,1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1957,Gable,CompShg,HdBoard,HdBoard,BrkFace,64.0,3,3,CBlock,3,3,1,4,360.0,1,0.0,710.0,1070.0,GasA,3,1,SBrkr,1236,0,0,1236,2,1,4,6,6,1,2,Attchd,1,1.0,447.0,3,3,2,0,0,0,0,0,0,0,MnPrv,No_miscFeature,0,m5,y2006,WD,Normal,1,49,10,49,2006-5,0.5,1.0,1,80.2932023248262,2306.0,2038.5,1.5,7.5,164.8,1,0,8775,8775,1,0,0,0,1,0,0,1,0,11.182493960703473,3.964962299155944,3.964962299155944,2.6187293832937852
216,217,s20,RL,65.0,8450,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,266.0,4,3,PConc,4,3,2,6,946.0,1,0.0,490.0,1436.0,GasA,5,1,SBrkr,1436,0,0,1436,3,1,4,8,7,0,0,Attchd,1,2.0,484.0,3,3,2,139,98,0,0,0,0,0,No_fence,No_miscFeature,0,m4,y2008,WD,Normal,1,4,4,4,2008-4,1.0,2.0,1,118.46154659364696,2872.0,2513.0,3.0,11.0,130.54545454545453,0,98,7014,6777,1,0,0,0,1,1,1,1,0,32.11545195869231,2.0435917781858577,2.0435917781858577,2.0435917781858577
217,218,s70,RM,57.0,9906,Pave,Grvl,0,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,4,1925,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,686.0,686.0,GasA,2,0,SBrkr,810,518,0,1328,3,1,3,8,7,0,0,Detchd,1,1.0,210.0,3,3,2,0,172,60,0,0,0,0,No_fence,No_miscFeature,0,m9,y2006,WD,Family,1,81,81,66,2006-9,0.0,1.0,1,68.58951006833466,2014.0,1842.5,1.0,9.0,147.55555555555554,0,232,9096,8864,0,0,0,0,1,0,1,0,0,6.38905609893065,4.439331420498014,4.244462576464894,4.439331420498014
218,219,s50,RL,54.83983973732148,15660,Pave,No_alley,1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,9,1939,Gable,CompShg,VinylSd,VinylSd,BrkFace,312.0,4,4,CBlock,3,3,1,4,341.0,1,0.0,457.0,798.0,GasA,5,1,SBrkr,1137,817,0,1954,3,1,4,8,7,2,3,Attchd,1,2.0,431.0,3,3,2,0,119,150,0,0,0,0,No_fence,No_miscFeature,0,m5,y2008,WD,Normal,1,69,2,69,2008-5,0.5,1.5,1,78.74305715801317,2752.0,2552.5,2.0,10.0,195.4,0,269,14523,14254,1,0,0,0,1,0,1,1,0,32.11545195869231,4.286592822368686,4.286592822368686,1.743668380628679
219,220,s120,RL,43.0,3010,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,4,3,PConc,4,3,3,6,16.0,1,0.0,1232.0,1248.0,GasA,5,1,SBrkr,1248,0,0,1248,2,1,4,5,7,0,0,Attchd,3,2.0,438.0,3,3,2,108,0,0,0,0,0,0,No_fence,No_miscFeature,0,m3,y2006,New,Partial,1,1,0,1,2006-3,0.0,2.0,1,96.71338748349822,2496.0,2184.0,2.0,7.0,178.28571428571428,0,0,1762,1654,0,0,0,0,1,1,0,1,0,32.11545195869231,1.551444713932051,1.551444713932051,1.3132616875182228
220,221,s20,RL,73.0,8990,Pave,No_alley,1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,2,1,0.0,1,0.0,1498.0,1498.0,GasA,5,1,SBrkr,1498,0,0,1498,2,1,4,5,7,0,0,Attchd,2,2.0,675.0,3,3,2,351,33,0,0,0,0,0,No_fence,No_miscFeature,0,m4,y2006,New,Partial,1,0,0,0,2006-4,0.0,2.0,1,95.06319547533377,2996.0,2621.5,2.0,7.0,214.0,1,33,7492,7108,0,0,0,0,1,1,1,0,0,32.11545195869231,1.3132616875182228,1.3132616875182228,1.3132616875182228
221,222,s60,RL,75.66554957310495,8068,Pave,No_alley,1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1010.0,1010.0,GasA,5,1,SBrkr,1010,1257,0,2267,4,1,4,8,7,1,3,BuiltIn,2,2.0,390.0,3,3,2,120,46,0,0,0,0,0,No_fence,No_miscFeature,0,m12,y2009,ConLI,Normal,1,7,7,7,2009-12,0.0,2.5,1,86.4836902377559,3277.0,3024.5,2.5,10.5,215.9047619047619,0,46,7058,6892,1,0,0,0,1,1,1,0,0,19.085536923187668,2.3719508656009087,2.3719508656009087,2.3719508656009087
222,223,s60,RL,85.0,11475,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,6,6,1975,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,4,3,1,5,550.0,1,0.0,163.0,713.0,GasA,3,1,SBrkr,811,741,0,1552,3,1,3,6,7,1,3,Attchd,2,2.0,434.0,3,3,2,209,208,0,0,0,0,0,MnPrv,No_miscFeature,0,m2,y2006,WD,Normal,1,31,31,31,2006-2,1.0,2.5,1,102.4108512187919,2265.0,2086.75,3.5,9.5,163.3684210526316,0,208,10664,10247,1,0,0,0,1,1,1,0,0,19.085536923187668,3.547266402060136,3.547266402060136,3.547266402060136
223,224,s20,RL,70.0,10500,Pave,No_alley,0,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1971,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,5,524.0,2,180.0,160.0,864.0,GasA,4,1,SBrkr,864,0,0,864,2,1,3,4,7,0,0,Detchd,1,2.0,576.0,3,3,2,216,0,0,0,0,0,0,No_fence,No_miscFeature,0,m3,y2009,WD,Abnorml,1,38,38,20,2009-3,0.0,1.0,1,88.82344264428583,1728.0,1512.0,1.0,5.0,172.8,0,0,9636,9420,0,0,0,0,1,1,0,0,0,6.38905609893065,3.730939445882284,3.1662461359435077,3.730939445882284
224,225,s20,RL,103.0,13472,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,922.0,5,3,PConc,5,3,4,6,56.0,1,0.0,2336.0,2392.0,GasA,5,1,SBrkr,2392,0,0,2392,3,1,5,8,7,1,5,Attchd,3,3.0,968.0,3,3,2,248,105,0,0,0,0,0,No_fence,No_miscFeature,0,m6,y2009,WD,Normal,1,6,6,6,2009-6,0.0,2.0,1,125.39558722618878,4784.0,4186.0,2.0,10.0,239.2,0,105,11080,10727,1,0,0,0,1,1,1,1,0,147.4131591025766,2.2740088362278477,2.2740088362278477,2.2740088362278477
225,226,s160,RM,21.0,1680,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,5,5,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,142.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,630.0,630.0,GasA,3,1,SBrkr,630,672,0,1302,3,1,3,6,7,0,0,Detchd,1,1.0,280.0,3,3,2,0,0,0,0,0,0,0,No_fence,No_miscFeature,0,m5,y2009,COD,Abnorml,1,38,38,18,2009-5,0.0,2.5,1,67.69671155668273,1932.0,1774.5,2.5,8.5,153.1764705882353,0,0,1050,1050,0,0,0,0,1,0,0,1,0,11.182493960703473,3.730939445882284,3.078154386433002,3.730939445882284
226,227,s60,RL,82.0,9950,Pave,No_alley,1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,290.0,4,3,PConc,4,3,1,6,565.0,1,0.0,638.0,1203.0,GasA,5,1,SBrkr,1214,1306,0,2520,4,1,4,9,7,1,3,Attchd,2,3.0,721.0,3,3,2,224,114,0,0,0,0,0,No_fence,No_miscFeature,0,m6,y2007,WD,Abnorml,1,12,12,12,2007-6,0.0,2.5,1,105.32497101378291,3723.0,3422.25,2.5,11.5,219.1304347826087,0,114,8736,8398,0,0,0,0,1,1,1,1,0,32.11545195869231,2.7548244825834693,2.7548244825834693,2.7548244825834693
227,228,s160,RM,21.0,1869,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,6,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,127.0,3,3,CBlock,3,3,1,3,321.0,1,0.0,162.0,483.0,GasA,3,1,SBrkr,483,504,0,987,2,1,3,5,7,0,0,Detchd,1,1.0,280.0,3,3,2,0,0,0,0,0,0,0,No_fence,No_miscFeature,0,m9,y2008,WD,Normal,1,38,38,21,2008-9,0.0,1.5,1,73.12907270088091,1470.0,1349.25,1.5,6.5,151.84615384615384,0,0,1386,1386,1,0,0,0,1,0,0,1,0,19.085536923187668,3.730939445882284,3.207543124852647,3.730939445882284
228,229,s20,RL,70.0,8521,Pave,No_alley,0,Lvl,AllPub,FR2,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1967,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,5,842.0,1,0.0,70.0,912.0,GasA,3,1,SBrkr,912,0,0,912,3,1,3,5,7,1,2,Detchd,1,1.0,336.0,3,3,2,0,0,0,0,0,0,0,MnPrv,No_miscFeature,0,m5,y2010,WD,Normal,1,43,43,36,2010-5,0.0,1.0,1,96.74981276142682,1824.0,1596.0,1.0,6.0,152.0,1,0,7609,7609,1,0,0,2,1,0,0,0,0,11.182493960703473,3.844135561911765,3.6818115811532164,3.844135561911765
229,230,s120,RL,43.0,3182,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,4,3,PConc,4,3,3,6,16.0,1,0.0,1357.0,1373.0,GasA,5,1,SBrkr,1555,0,0,1555,2,1,4,7,7,1,3,Attchd,3,2.0,430.0,3,3,2,143,20,0,0,0,0,0,No_fence,No_miscFeature,0,m5,y2009,WD,Normal,1,4,3,4,2009-5,0.0,2.0,1,97.96500390136839,2928.0,2584.75,2.0,9.0,172.77777777777777,0,20,1627,1464,1,0,0,0,1,1,1,1,0,32.11545195869231,2.0435917781858577,2.0435917781858577,1.904832441554448
230,231,s20,RL,73.0,8760,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,Hip,CompShg,MetalSd,MetalSd,BrkFace,220.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,1194.0,1194.0,GasA,3,1,SBrkr,1194,0,0,1194,3,1,3,6,7,0,0,Attchd,2,1.0,312.0,3,3,2,0,0,120,0,0,0,0,No_fence,No_miscFeature,0,m4,y2010,WD,Normal,1,51,51,51,2010-4,1.0,1.0,1,74.40196537583891,2388.0,2089.5,2.0,8.0,149.25,0,120,7566,7446,1,0,0,0,1,0,1,1,0,19.085536923187668,4.002197873487609,4.002197873487609,4.002197873487609
231,232,s60,RL,174.0,15138,Pave,No_alley,1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,506.0,4,3,PConc,4,3,1,6,689.0,1,0.0,773.0,1462.0,GasA,5,1,SBrkr,1490,1304,0,2794,4,1,5,9,7,1,3,Attchd,3,3.0,810.0,3,3,2,0,146,202,0,0,0,0,No_fence,No_miscFeature,0,m7,y2009,WD,Normal,1,14,13,14,2009-7,1.0,2.5,1,108.27679096453974,4256.0,3890.5,3.5,12.5,223.52,0,348,13648,13300,1,0,0,0,1,0,1,1,0,53.598150033144236,2.874596978199212,2.874596978199212,2.8165028409204367
232,233,s160,RM,21.0,1680,Pave,No_alley,0,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,297.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,483.0,483.0,GasA,3,1,SBrkr,483,504,0,987,2,1,3,5,7,1,1,Attchd,1,1.0,288.0,3,3,2,0,0,0,0,0,0,0,No_fence,No_miscFeature,0,m6,y2006,WD,Normal,1,34,34,34,2006-6,0.0,1.5,1,64.91189152052463,1470.0,1349.25,1.5,6.5,151.84615384615384,0,0,1197,1197,1,0,0,0,1,0,0,1,0,19.085536923187668,3.6301449060506736,3.6301449060506736,3.6301449060506736
233,234,s20,RL,75.0,10650,Pave,No_alley,0,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1976,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,4,3,2,182.0,5,712.0,0.0,894.0,GasA,3,1,SBrkr,894,0,0,894,3,1,3,5,7,0,0,Attchd,1,1.0,308.0,3,3,2,365,0,0,0,0,0,0,MnPrv,No_miscFeature,0,m2,y2010,WD,Normal,1,34,34,34,2010-2,1.0,1.0,1,107.99651109406524,1788.0,1564.5,2.0,7.0,127.71428571428571,0,0,9756,9391,1,0,0,0,1,1,0,0,0,11.182493960703473,3.6301449060506736,3.6301449060506736,3.6301449060506736
